,NKX1-2,TLE2,TPBG,SRSF6,DAZ4,GPR31,CD274,LYZ,PCP4,ZIC1,label
a63,-0.701588304423177,-1.05604715081199,-0.88072634692098,1.9241176015771,1.09091182897336,-0.0343126114282973,2.03805051417389,0.446163637844619,1.24688893483972,0.0751626623997846,0
a38,-0.14752865150308,-1.57740536720063,-0.88072634692098,0.0142984475797486,3.44236987987513,-0.178667078224618,0.307115524438214,-0.545939282562513,0.164941475052908,3.03607322510393,0
a80,0.28223340375865,0.407380633932117,-0.470394453522256,-0.409123860429601,0.0454179139139481,0.0984806249576146,-0.290204221331057,-0.613983903531393,-0.634198579343974,-0.432705718673511,0
a52,-1.48249152655668,-1.29490110263718,-0.470394453522256,-0.211216365943404,-0.198739522841426,-0.511585741820052,-0.0875860125339828,2.60260730572604,-1.17517230923738,-0.432705718673511,0
a24,0.633374570630427,0.407380633932117,-0.470394453522256,-0.0937552782742019,-0.957161793365449,0.543538571403906,-0.405804974383615,0.420129581677967,0.102552877179181,0.0751626623997846,0
a44,0.930260196358718,-1.29490110263718,-0.470394453522256,0.376441660918372,3.49971953235119,0.221427958872148,0.23778866271836,-0.613983903531393,0.0358583128011692,2.86613573591253,0
a62,0.930260196358718,0.318814608599621,0.836545906000098,1.62917825040597,0.244909065338406,-0.336789506533813,1.70518884074724,0.520617553574611,0.921625343776218,-0.911807525168263,0
a64,0.930260196358718,0.0179730462395457,0.836545906000098,2.18696062586652,0.747716495017432,0.638366082754244,2.10107195612013,1.64646936937815,1.48983151515928,0.744399417662258,0
a74,0.930260196358718,0.57063502690244,0.686266190278593,1.85951432253131,0.41357643022056,-0.706991306760791,1.86448494905018,1.137670332134,1.68381741987181,0.652503211732029,0
a53,-0.701588304423177,-0.220880905585643,-1.45905666931573,-0.151208668900277,0.332489558449341,-0.178667078224618,-0.533595678371091,2.99515882100576,-0.783214153795868,0.210874541273332,0
a23,-0.14752865150308,0.787193866025923,1.09659808466598,0.0142984475797486,-0.713004356610075,0.33588918879868,0.0859795534304343,-0.545939282562513,-0.197270094311884,0.334769779426455,0
a25,1.18743422355052,-0.66663956311942,0.686266190278593,0.897067079175614,0.0454179139139481,-0.336789506533813,0.0859795534304343,-0.545939282562513,-0.0357809565141346,0.554264468894537,0
a39,0.28223340375865,0.124876370442683,-0.470394453522256,0.661698565133067,-0.713004356610075,0.442960517813505,0.164257672460132,-0.940988214385833,2.15218567583291,-0.432705718673511,0
a32,0.28223340375865,-0.66663956311942,-0.470394453522256,-0.728237106253617,0.0454179139139481,-0.706991306760791,-1.02538020534443,-1.27674216654274,-0.959462170407471,-0.24257076990579,0
