,CL0106,CL0107,CL0108,CL0109,CL0110,CL0111,CL0114,CL0116,CL0124,CL0125,CL0126,CL0146,CL0147,CL0191,CL0193,CL0196,NCI0422
SCARNA6,12.76873478,0.53127961,38.80335597,538.1209972,309.6075742,151.9941285,378.660138,74.85327928,61.24903595,33.94695675,81.13169818,213.7600747,128.8027852,144.1038487,93.34632237,103.3502858,150.1176845
SCARNA7,2238.16645,0.984960197,2245.735692,2147.620527,2053.809017,2906.701592,3950.185429,978.3803288,3423.130954,3062.149229,2127.225622,1997.12923,919.0692498,1175.428893,1857.52382,1477.843592,1131.802197
SCARNA8,12.13114756,0.647268898,18.69937642,9.85434689,1.319623877,3.789187221,1138.735456,68.46172784,19.49183728,100.9338905,10.17164129,10.02749248,44.95558474,20.99222732,75.21923848,32.48726077,65.49993815
SCARNA9,84.83043365,1.521295834,120.4630914,58.51192941,46.32739618,29.81113527,149.3555458,76.48362285,100.1809777,96.29203341,101.696073,87.4289462,233.1742627,71.26949079,91.7752152,99.66441244,61.74790584
SCARNA9L,1.880368883,0.12182791,4.988900141,3.164018242,2.285072839,0.927153138,8.398801553,1.027287326,24.93432464,6.486990298,2.102185049,5.18505082,8.637748397,1.966934716,1.800654248,4.93467013,2.134450721
SCART1,0.158981626,0.680645077,0.655237709,0.185966786,0.176398702,0.202605521,1.56004113,0.27914505,0.267471518,1.079374666,0.76248642,0.468406909,0.215961698,1.661605602,0.0639416,0.08228245,1.735439117
SCCPDH,22.24303313,22.56327752,27.82018582,90.88431379,97.07033755,26.78544895,29.76218559,50.1607673,78.51313895,36.47308235,56.89045876,31.22176884,47.61478109,37.57436987,48.55478008,23.61835699,10.24950467
SCD,9.721953193,31.1793895,9.516560364,182.6404648,354.6884959,26.59391988,5.468602373,7.819976045,23.09676911,4.1992907,19.94895403,38.23422337,19.6332979,10.40325426,16.97498625,12.46124667,22.10959927
SCD5,1.42957581,22.87981497,1.32372282,6.896881868,2.697330872,12.72748631,4.057820893,3.446023593,2.278617799,2.853947691,7.794338186,8.128614072,1.500068089,4.306783244,15.04913352,10.2414816,0.721756508
SCEL,1.344209437,0.102287475,2.19649159,0.164888038,0.140138401,25.43714073,1.074026068,0.274505367,0.830858404,7.394814782,0.302572751,0.079406036,0.008880377,0.111255625,0.140601173,0.056203136,1.572102673
SCFD1,23.25262375,8.549669281,24.58204513,19.95195491,23.42372249,19.75317751,31.77583998,34.22990055,13.05200194,13.0313752,26.64516148,19.40681498,34.62565321,20.70223028,41.34133512,20.44511034,31.60083311
SCFD2,8.015757455,6.296232123,6.230229251,5.51113001,5.932905961,3.915115656,7.079013128,6.783066498,19.70810669,4.427213314,3.586725589,3.467897818,4.881961881,3.769719174,2.67342728,6.939775059,10.03245603
SCG2,35.90957291,281.5253543,24.2542875,2.376704216,127.824864,1.013224538,12.58765233,26.08881917,0.439283276,3.034372223,0.639973131,6.633897555,37.88785062,18.36782467,43.86028296,0.870883024,2.927815763
SCG3,13.32477998,44.77500584,33.25048248,12.11366984,47.56414597,15.26970275,10.33144886,22.19361749,0.699422648,7.540265703,14.30772886,13.85433728,100.5520795,19.23386092,78.00022624,24.60702378,1.847824481
SCG5,8.933116536,28.47674697,4.19343856,8.980193234,5.940127844,3.237013211,2.960508274,8.490924475,7.475567877,1.439786904,48.25037805,3.660388382,64.46908418,8.132271371,25.24899336,40.14648855,3.282781997
SCGB1A1,1.034084025,0.15632785,0.157849792,0,0.076491472,0,19.15029667,2.063270428,0.149978308,0.570789538,0.289017224,0.095808727,0.101790335,0.026567819,0.173293053,0.033037037,0.113333667
SCGB1B2P,0.05176146,6.127012985,0,0.063070131,0,0.041227868,0.186735429,0.077458325,0.037536099,0,0.173602372,0.143872241,0.076427294,0.139635512,0.286250185,0.793766959,0
SCGB1D1,0,0.032941813,0,0,0,5.148966644,0,0,0.316038206,1.954521752,43.97157898,0.269187533,24.77420145,0.083976602,0,0,0
SCGB1D2,0.525712247,1.690642537,0,0.174700394,0.530278306,0.723258205,0,7.247184638,0.138630256,3.759156867,4.087377329,1.881887156,7.92694833,0.755145424,3.531988831,2.473521501,0
SCGB1D4,0,0,0.054798853,0,0,0,0,0,0.885125436,2.08061993,0,0,0,0,0,0,0
SCGB2A1,1.973691276,11.14830606,5.477781661,1.020259241,0,14.48182264,1.941905099,0.596671935,0.086743692,15.84625697,25.32478754,2.078001173,32.88055746,0.829772641,0.902055199,1.347099468,0
SCGB2A2,0.210306402,0.015896555,0,0,0,0,0,0.034968063,0.063545365,1.45105102,0.543703493,0.024356324,0,0.040524142,0,0,0
SCGB2B2,0.948677242,2.548400225,0.445577556,0.444592727,0.242909688,0.174373604,0.526532686,1.055634222,1.481752899,6.193133327,1.346129871,1.859332509,0.502833128,2.531098045,1.174009702,13.98851608,0.359907382
SCGB3A1,0,0.272936349,0.051035841,0.162953729,0.148386891,8.46834556,4.583433135,0,0.678871768,1.660924064,0.392468024,0.123907137,0,0,0,0.224311559,0.164893189
SCGB3A2,3.007760485,0.218255407,0.459125522,8.282642347,0,5.270481453,17.14433118,0.840178589,0.436230342,6.350309091,0.151315581,0.250804311,0.503318489,0.255010028,0.362911783,0.547726018,1.53284878
SCGN,81.47540127,20.46380075,26.25404895,8.864374993,47.38197682,2.210614893,0.303413572,0.377570135,0.823362694,4.656826118,0.105777964,70.70511632,162.9260767,15.36329831,4.513664282,17.23008567,0.155547016
SCHIP1,0.359444313,0,0.039191489,0.010427965,0.009495783,0.061349241,0,0.029882759,1.787382239,0.230291083,1.994877687,0,0.012636427,1.101590347,12.0472226,47.24668369,0.035173591
SCIMP,0.803781686,0.49338001,0.327891378,1.055376331,0.945657084,1.081734168,0.424961171,0.411308242,0.291441058,1.491643018,1.202650991,0.439764257,0.259187723,2.483444135,0.811675834,1.138966007,1.372655434
SCIN,0.841151191,51.04593143,89.34563164,0.875215237,18.13123982,1.791617822,7.842095102,3.389637701,0.630542711,5.282010559,4.120752703,48.03408433,18.50881925,21.93391408,5.521241751,0.692966139,64.7055143
SCLT1,7.041401363,1.611162265,11.45641445,3.198490036,3.026919359,4.536501193,20.66768841,5.440156363,3.609322322,5.935433858,7.3705015,2.280421666,5.006711417,3.558206251,15.24509556,5.835099246,3.789688187
SCLY,0,0.078293837,0.056468624,0.165275191,0.082091363,0.029464792,0,0.036905352,0.008942118,0,0.031017598,0.034274273,0.012138038,3.107898597,3.793986338,2.576444416,0.030407687
SCMH1,11.6254483,5.989542184,19.77841524,6.132581571,5.977810352,5.435318915,15.57254657,20.665447,20.50026299,6.051482583,8.000152475,8.48645191,9.603955108,5.167681367,9.682823767,9.644206336,4.74080044
SCML1,0.830099794,2.016355745,1.446989096,1.062887266,1.252771275,0.661172323,6.205079831,0.835152123,1.247296738,0.851835251,0.510215393,1.826598763,0.605908528,0.948872089,1.087526871,0.933823057,1.59595909
SCML2,1.629919985,1.817751156,2.199310838,0.96928596,0.808571466,0.994716608,1.886456213,1.703755885,7.957163848,2.153236407,2.292510521,1.995902536,1.028085711,1.880137393,2.684828042,5.082436946,0.541852883
SCML4,0.239662453,0.034937052,0.09799218,0.338955395,0.185193198,0.081810223,0.262470867,0.044830296,0.164486579,1.709703206,0.075356448,0.021808405,0.781459726,0.463457189,0,0.188684544,0.302534424
SCN10A,0.133542181,0,0.006370253,0,0.003704307,0.0053183,0,0.002497986,0.142841075,1.648155938,0.008397865,0.000773299,0,0.001929928,0.001678437,0,0.017837591
SCN11A,0.788522666,0.058216427,0.038488998,0.223441041,0.447627602,0.153362572,0.34731636,0.631153726,1.027275283,4.317661337,0.142225219,0.318563664,0.212096893,1.056521278,0.324976102,1.06113195,0.663227883
SCN1A,0.400052588,0.289684664,0.123159963,0.15156156,0.205154602,0.21956764,33.66741679,10.99719354,0.99709389,5.302449453,1.533409584,0.035819309,0.057910709,0.101054592,0.231545992,0.082163101,1.539180992
SCN1B,2.462987224,1.277122864,0.961350211,2.59051957,1.148317399,3.814893988,0.08682909,0.644302762,11.4147239,3.321277952,5.32095294,1.05179103,0.36722095,6.860762964,0.871212529,6.601317237,1.437621804
SCN2A,0.670554985,4.980855697,55.88756966,0.248669098,43.72555442,0.11378552,0.599517171,1.217229169,2.541286631,5.111418179,0.034223447,6.893447444,43.54691087,38.89329798,12.03801722,1.010139566,2.072941475
SCN2B,0.056977568,0.017227189,0.02899151,0,0,0.156317445,0.022839238,0.025263395,0.541733917,1.284218478,0,0.017596727,0.00311589,0.034157082,0,0.012135507,0.145708135
SCN3A,10.01817874,29.9763645,225.5041428,7.393990844,145.6759485,0.496234656,7.889147195,22.82626554,4.947200084,5.94504437,2.533574161,118.7485968,273.4965083,175.5366778,80.46148712,3.661902775,237.4854356
SCN3B,0.308882365,1.258815218,1.028726333,0.300039994,0.802879437,0.311401006,0.654570719,0.077576451,0.153506149,0.563350994,0.114100298,0.465295951,1.877450492,0.436194006,0.501701767,0.64488407,0.024857044
SCN4A,0.151984292,0.06400528,0.077333139,0.141096621,0.05219648,0.014411321,0,0.146209223,0.855479565,2.366943773,0.169912994,0.226309314,0.023153331,0.051599141,0.089143991,0.069365885,0.056515476
SCN4B,0.855179468,0.277243355,0.70978324,0.629964187,0.46180639,1.408914944,1.325562383,1.088339446,2.358001848,3.244143065,3.773347109,0.534747931,0.380889667,0.734328632,1.232592271,1.213879283,1.758700083
SCN5A,0.159980591,0.114788965,0.071074742,0.250212017,0.039740397,0.739820657,0.215353886,0.221536745,0.460592386,1.759518892,0.012012486,0.619440738,0.016452854,0.822661818,0.145252776,1.064172341,0.039254266
SCN7A,0.409625051,0.06012649,0.400853921,0.275447178,0.4677024,0.81227872,3.899840032,0.005934824,0.156536569,1.037869921,0.014251436,0.369284902,1.244781471,0.302623584,0.029053266,0.292415534,0.027942408
SCN8A,5.244895105,1.932364551,10.5230232,2.507510601,2.666386548,3.916258813,5.408126857,7.232231375,4.183811569,4.678147455,13.06357852,7.554217265,4.905623751,5.880109711,7.649705621,9.479886691,0.644332902
SCN9A,2.451505778,4.311920113,36.79650315,6.138946568,11.67284292,1.649870745,6.027969476,0.175601796,0.462479159,3.141795711,0.288756955,4.493046254,7.872230317,4.162475749,8.49269031,0.470659456,6.410167028
SCNM1,0.630095058,1.156348246,1.062476696,1.785479375,1.292567398,2.48600261,0.052863733,1.396083256,1.689574579,0.53079535,1.474375192,1.096299934,0.915929519,6.254213199,10.10737332,7.61910364,1.011768788
SCNN1A,19.34928575,36.17884724,144.7089021,62.28637674,67.3912682,11.63822358,39.04535088,130.0911214,0.782961094,5.539727024,0.334682188,75.44670977,59.55499821,51.1162154,37.97334781,6.265354126,42.27126808
SCNN1B,0.973020825,0.713956711,1.907929385,1.465135637,2.861429666,8.896846136,0.057077801,2.087435329,0.659716717,7.057416319,4.510400302,1.198350938,66.04117632,0.878012787,0.48520295,2.680235549,2.679036396
SCNN1D,0.284972053,0.187988528,0.324273623,0.233592301,0.155221472,0.214598797,0.336459114,0.883905875,0.417066382,0.62204101,0.23459702,0.381641812,2.450663521,0.930500963,0.078146119,0.881463755,0.191653374
SCNN1G,0.665696794,0.989741442,1.020584093,2.130113711,2.029617314,11.52664699,1.983912169,3.958734839,0.235076533,9.429850349,3.363574183,3.309123899,16.79512157,3.576049128,2.02260002,1.167877378,2.302970423
SCO1,5.442642267,10.76397119,3.72696604,13.07752887,14.97874344,7.041418283,7.707180209,6.028548817,12.3938979,7.770228984,8.572573564,5.05679064,7.760834525,7.139327143,7.492732196,8.15621141,7.668134422
SCO2,0,0.21770721,0.031858944,0.305169877,0.208417488,0.182860643,0,0.041643145,0.015135118,0,0.069999081,0.038674297,0,15.68444435,16.20082276,24.41448129,0.034311331
SCOC,2.085426404,23.14129229,12.60298509,6.22685728,5.409613913,3.220030182,4.416476313,3.312449185,1.409069839,1.384862146,3.115206938,2.291560331,7.685720525,5.079951419,11.06760741,5.406211592,6.786558711
SCOC-AS1,0.386222095,0.875807983,0.16507577,0.037648209,0.034282742,0.061524978,0,0.069355347,1.008282525,1.75877887,0.12953474,0.093037858,0.874411105,0.44652903,0.132036075,0.118455059,0.177782708
SCP2,9.21730064,15.93062967,22.28644881,216.5280069,169.8637379,20.59457213,9.168433286,17.48037389,5.980128685,8.131261913,14.23431905,7.461563194,14.35678406,7.240150864,8.387825682,11.79099138,13.59085114
SCP2D1,0,0,0,0,0,0,0,0.023303304,0.067756317,1.837309053,0.11751345,0,0.022993119,0,0,0,0.038400913
SCPEP1,14.78000781,47.37541461,22.09420205,46.59996655,48.87123371,124.9581791,66.56582109,139.5258057,9.071120017,54.65870272,38.44086247,106.5030743,12.0756857,49.993732,52.28602172,17.49860085,28.42817524
SCRG1,1.26897551,0.36540498,1.076140364,0.466319431,0.06704747,0.770084332,3.051983579,1.175543992,0.817981238,1.417565227,1.165335382,0.858459403,0.396545841,0.877167362,1.022776269,1.496169904,0.579488884
SCRIB,8.844107008,33.41260024,14.91318534,16.11721059,12.63566416,13.89835821,15.03746272,14.73605296,5.356871814,4.227430528,7.145161575,16.04523814,6.207454735,29.80760585,5.983465709,16.89305665,10.98558999
SCRN1,8.410765469,32.10064992,6.411132837,3.262327435,6.595553893,7.353989574,4.917290675,15.97498739,4.306754282,3.717017934,6.929751078,5.705417156,9.897721565,4.296100679,6.055805587,6.951850569,3.463434359
SCRN2,1.013850951,8.187385669,2.005579787,4.248104173,4.488210796,3.559722497,1.418246906,2.786648109,1.93557662,0.985047815,1.301153239,3.12474712,1.812670023,3.133732433,0.598125689,3.00439608,1.437140127
SCRN3,4.32620919,2.306730342,8.544816963,4.744246489,7.167810666,2.980163758,7.19201171,4.520097755,13.41389477,4.537937464,4.843082769,4.203264852,11.08077233,3.239858262,10.54862447,3.983932004,6.324061123
SCRT1,0.049474039,1.08823047,0.018880155,0.01004716,0,0.006567657,0.029747216,0.02467844,0.005979553,0.119474603,0.006913775,0.053477783,0.665565311,0.057199199,0.020727298,0.110642166,0.020333481
SCRT2,0.026133966,0.035557265,0,0,0,0.048569817,0,0,0,0.306538077,0.051129466,0.004035555,0,0,0.245255451,0,0.007160584
SCT,0,0.023091565,0.36917593,0.062039573,0.084740553,0.304156572,0,0.253975554,0.406150407,0.263477197,0.384222898,0.129727938,0.200475953,0.15697587,0.051195072,0.365998552,0.125555925
SCTR,0.989667833,0.750203449,0.215813993,0.999163655,1.192211916,0.259002293,0,0.028209263,0.440861826,2.194846342,0.165961978,0.176837523,0.236587094,0.174354324,0.021323537,0.047427036,0.232426576
SCUBE1,0.293966025,0.499099538,0.736377809,0.477587659,9.642958355,1.212741561,0.380698161,0.2406317,0.863638996,2.137492221,2.932511095,1.693532419,0.092745588,0.891789259,0.151579022,0.512929175,0.371747586
SCUBE2,1.397460625,0.115969011,10.16665126,0.253604516,0.475064596,3.542890051,0.021453192,0.996669868,0.263053556,1.760188578,0.553456953,1.451782565,7.615522884,1.065653461,0.478341739,1.997681561,1.373543479
SCUBE3,2.799159505,0.840919104,2.441293341,0.722823645,0.869893838,1.329641129,1.613145439,1.67730286,1.655897492,2.116448074,1.887114088,4.706313833,0.746793543,2.124175007,1.428241121,1.831414317,2.945309213
SCX,0.011553726,0,0,0,0,0.018405025,0,0.005763183,0,0.023915172,0,0,0,1.442641422,0.238151046,0.531532491,0
SCYL1,15.67275495,17.29825368,11.0268313,24.72499007,19.39477529,15.83231755,7.886521263,11.69595145,10.8349251,4.397259263,12.08427207,14.3004259,13.89604599,12.17171357,6.873405438,12.60095223,22.1137548
SCYL2,23.28107665,11.91098054,19.95107812,14.90124549,16.76348875,11.65471628,38.36807098,13.10835771,12.18118548,10.14520657,18.1506936,15.3794018,17.19247129,14.2566472,42.5035063,12.57253931,14.79827886
SCYL3,7.117142156,3.039250966,10.83183218,5.486587941,4.308085529,7.29645617,13.2192806,6.94211334,6.300716915,9.90388261,9.737122298,6.780160999,4.193062007,3.402723549,6.12527847,3.177681863,4.923427715
SDAD1,10.84487478,13.17414152,7.424667138,15.19388642,12.62636079,13.88428828,14.01826073,12.25770001,12.27282843,9.192154441,12.60097515,11.48103398,23.49606046,9.757194476,18.18418252,11.50693722,16.74915491
SDC1,0.952165951,29.13818598,11.06499297,30.39890173,19.08479203,8.54420633,2.105352234,1.574247881,0.567980935,0.492724434,1.519469951,1.504702259,0.098261871,2.580469773,1.420644317,1.273220393,6.292895127
SDC2,6.024343734,1.980578901,0.274822335,13.5616853,15.38165321,5.055758134,2.414834908,4.764310483,3.220452726,2.016197772,4.366138243,3.051704293,1.81083246,0.674263687,1.838107856,0.409267714,3.957745959
SDC3,3.340569976,18.67713934,6.353199843,4.285418966,5.590195768,7.037188827,1.712233709,3.669567352,3.185870005,1.108363829,6.34684307,2.150760295,1.144016555,1.470303865,0.345679202,7.418256763,4.136357929
SDC4,4.984709769,72.36382061,18.80408053,33.056907,33.17159699,48.6125313,2.753364953,5.359554845,1.703618885,7.03493191,2.579719295,11.34153371,0.815828951,4.742797929,4.05281583,5.46333728,19.46736685
SDCBP,22.07119461,50.61585116,31.21738752,36.24005089,39.34876609,43.71116988,25.69230672,24.76753073,9.558640723,19.17611841,34.45667486,19.28325522,15.30373552,27.18519245,33.20046511,13.25812209,37.91657608
SDCBP2,0,0.159030602,0.012165065,0.116526503,0.07073994,0.025390462,0,0,0,0,0,0.022151174,0,1.388212694,0.296486242,0.443017377,0.026202976
SDCBP2-AS1,0.010815827,1.868901885,0.024765049,0,0,0,0.039019343,0.010790214,0.007843364,0,0.045343903,0.015031428,0.010646588,0.045850467,0.03262553,0.020732719,0
SDCCAG3,5.609082225,19.11953485,5.172597135,7.129459543,5.196046868,5.532136561,2.353837611,5.31758421,4.578871673,2.809996319,3.6883322,3.724579079,5.262341434,5.584571644,3.285509863,4.619517284,4.748990662
SDCCAG8,4.828877003,1.080208667,4.128674278,2.381734149,3.438102231,5.167773515,7.551599429,4.130296577,4.911791418,4.621985696,4.481903905,6.373080638,6.343768767,2.792987341,4.899126802,3.663493251,3.2228543
SDE2,5.659169001,2.84543879,4.43493013,2.403860862,5.71655189,7.919482795,6.234165715,4.279387138,5.063290861,4.517900884,5.094465766,5.227066558,5.712608501,2.600957897,3.753437089,2.657533523,4.134362979
SDF2,3.405929669,20.04579796,8.471588595,7.359951877,10.00412136,8.472056995,3.459526487,8.137279718,1.870405101,2.578143479,2.818812486,7.332479876,4.17723241,5.394761462,4.438705079,6.322777104,6.396556954
SDF2L1,3.636568261,6.192872318,11.37433576,19.28820274,17.92000909,12.83554655,2.829661358,5.67312808,4.446954066,3.099504747,3.527465138,3.038985575,12.77449289,6.814979877,4.301791842,5.433194062,14.91673341
SDF4,10.73907537,20.96809007,16.77580799,26.39174928,32.77377896,20.82294031,8.973152359,13.67427352,4.907957487,3.203969368,11.77019922,11.94277605,12.14198166,7.442156625,3.434752604,13.09108736,23.91111291
SDHA,34.96826031,71.011673,29.53613635,129.2971779,165.5557536,259.77624,15.60124817,57.04967253,30.08651229,33.73081297,28.50117164,71.25680449,26.94488556,30.32926855,15.53581555,65.90362542,28.44188323
SDHAF1,0.11020477,11.79544077,0.315420452,0.537127765,0.275125827,0.482777965,0.695758709,0.247373537,0.039958854,0.228113945,0.392715888,0.306316848,0.569521872,1.125479514,0.415535596,2.323751018,0.249113612
SDHAF2,34.04893435,35.6836848,31.35258588,45.443504,44.61454551,38.01263507,23.79245279,41.83558661,41.41189388,18.67778826,51.31125017,44.52525215,51.24298576,50.38906112,59.59131551,33.99372932,41.93959284
SDHAP1,4.240616272,4.544264202,11.39965726,16.9797655,14.60136537,17.24688646,10.10875118,23.38047358,58.02942302,17.24467245,42.23768021,41.35265157,9.105801288,60.06737437,38.1422809,58.04645936,7.619243601
SDHAP2,14.78432766,2.061686873,29.40406798,16.17347506,14.3984104,16.25602326,10.41417831,23.88016689,74.25618632,19.79651318,63.18021612,40.08731135,7.30305258,60.95301681,35.25797943,52.69770733,13.2391385
SDHAP3,16.05314552,7.623701124,22.85449598,20.25191208,14.12352347,53.98655174,19.40202165,56.72699288,34.41445003,47.88493535,31.54293374,44.89554275,32.38868983,38.01525352,14.59232711,54.43392026,18.6380311
SDHB,33.72782089,33.10549314,57.17749355,304.6019296,362.6537003,92.1516858,62.20346641,77.54126973,29.20132719,34.29143151,91.38839926,59.76891275,74.11489927,54.17954762,62.07853127,86.70832647,81.92736436
SDHC,12.33670938,10.29011703,8.180946613,27.66016829,22.30849535,11.91721654,6.896862475,9.233476266,8.337491139,8.159158953,9.739292926,7.548153922,9.161279699,10.25426705,12.57322374,11.24252892,8.804413187
SDHD,2.891889399,21.75375153,3.975602634,39.70176598,42.18355032,10.54560603,4.210838693,9.38507354,7.984234685,2.367936249,4.951792529,6.970099743,9.483080464,8.237766602,6.311819979,6.637082944,12.61577321
SDK1,14.32360335,7.098481374,17.71865933,5.281439331,7.750797479,16.13436499,11.24721122,20.13329945,11.32335799,10.35477489,10.51176839,29.65266776,20.22934381,12.40710353,9.154980266,14.61004939,2.275004137
SDK2,2.011098289,8.340564635,3.371545151,4.865541202,5.3076892,2.465251143,1.677518798,11.6929947,1.707083817,3.747716163,1.53273473,12.916539,0.310389952,13.04353527,9.520392538,11.98992413,0.308163562
SDPR,1.025580638,0.77810973,0.256042624,5.232163047,4.530478625,2.084169526,2.697123599,0.382486715,0.785429309,1.368946795,0.377722664,2.810664374,0.660442159,0.439566236,0.106012065,0.22966381,2.426616384
SDR16C5,0.083282315,0.220813088,18.53134061,0.140507389,7.214793945,1.020525341,0,0.031955806,0.162599838,2.042121617,0.005371537,0.264130582,0,0.009875538,0.01288297,0,3.22273974
SDR39U1,6.636010819,4.245809546,4.236148926,2.618178837,1.676475382,2.763733813,1.89001371,5.45379084,3.017302382,2.498873205,2.221826951,3.404789394,2.384169066,5.392775202,4.069110045,12.53491531,3.5449357
SDR42E1,0.990823837,5.49324499,3.410757399,7.342329158,6.596235429,1.94075973,1.386034939,5.482015358,3.643924614,1.590506345,3.704596894,6.716434213,1.597335414,3.954829289,11.0859423,5.121319645,2.717580996
SDR9C7,0.070618467,0.00800682,0,0,0,0.028123713,0.063691064,0,0.460896511,1.205934384,0.044408766,0.024535719,0,0.14968294,0,0.016920953,0.058047385
SDS,0.757168565,5.432689849,0.577897433,49.11029435,18.65495954,2.412331154,0.840483951,0.658532501,0.943290358,1.165406428,2.311561558,0.503657422,0.171997126,1.032519788,0.536830565,0.521017752,1.356473355
SDSL,0.486169067,3.107532405,2.771363134,12.38456287,10.77175964,6.58295071,0.383668015,0.409233745,0.099156794,0.849087704,1.528648876,1.069794045,0.231803375,1.785782295,0.267332627,0.327632053,5.070231064
SEBOX,0.489430345,0.024663242,1.784740293,0.463835135,0.181016469,0.519773326,0,0.949416468,0.828152471,1.1256408,1.641496777,0.856537819,0.374711598,1.634685893,0.300737542,2.606062987,1.430417237
SEC11A,7.441836378,15.24320371,8.589752385,11.58402914,12.54160182,6.136663002,12.71829379,8.497006129,13.98338927,3.427311379,7.792040365,5.471216825,14.01326913,6.397551583,12.08101303,4.280719062,12.17390246
SEC11C,129.2103272,395.9576087,620.1042013,131.4387069,1323.470366,92.78318935,74.31807774,457.9065515,13.82785075,132.1696,61.81974383,891.6354328,1928.415596,806.4670467,438.19925,50.46191376,1276.982462
SEC13,9.922034275,12.48090463,10.04516839,20.42132452,20.35381903,24.10685191,9.958547698,14.51762147,9.789363771,5.626372447,11.761649,13.55439075,5.119068517,8.518681375,5.583004794,12.69536075,26.08805261
SEC14L1,12.01433169,14.16768957,34.8290755,10.94612842,41.27576341,13.08268004,11.10755201,13.22106676,6.441731226,5.776454126,9.436535907,28.6012839,46.83892354,11.82183407,26.04215449,13.41121286,17.89887253
SEC14L1P1,0.265092332,0.158479927,0.220721133,0.323008823,0.16043687,0.355108091,0.043470506,0.168295634,0.253404957,0.399067086,0.121239708,0.206535853,0.338041529,0.311129088,0.181736566,0.190557019,0.178283587
SEC14L2,1.660268153,1.000904548,1.377923499,13.44964739,13.79745792,1.123501808,0.535656059,0.796186132,1.382624368,2.305040273,0.86298277,1.136493062,1.644254528,0.936347295,0.936480611,0.722864976,1.36471703
SEC14L3,0.407965418,0.129515925,0.031137342,0.12924505,0.063372354,0,0,0.028489952,0.39643389,2.330686583,0.006841361,0.011339498,0.505993117,0.075466797,0,0.015640472,0.013413673
SEC14L4,0.111806238,0.081131181,0.038400488,3.337715691,1.550688265,0.057884695,0,0.058559272,0.166212056,1.631573325,0.004687326,0.064743369,0.520018222,0.025852861,0,0.091085969,0.009190315
SEC14L5,0.043439217,2.296237214,0.7993876,0.023524299,0.144594475,0.246038922,0.121887097,0.117971173,0.087502833,0.859190324,0.052610446,0.317502443,0.59863312,0.84633482,0.031544919,0.205857178,0.063478088
SEC14L6,0.268238726,0.228099603,0.051182286,0.136184429,0.421635922,0.142434297,0.040320921,0.027875366,0.356619869,3.100034142,0.037485161,0.088019399,0.016502594,0.012921794,0.005618971,0.032136458,0.08268317
SEC16A,11.90529171,13.11354727,10.95206708,18.75911452,9.881710989,14.17704268,5.290739088,9.46100261,7.552884429,7.471958439,11.29605317,11.54260727,8.97259334,11.87949336,6.274003917,9.810576513,10.28431788
SEC16B,4.669413611,0.470599662,4.013035459,19.38039802,14.47749386,1.375416579,1.955524601,0.189269854,3.369293992,6.443510329,0.980417672,0.552439848,1.048089678,2.247146249,0.362055008,0.664254628,1.871357392
SEC1P,0.04705232,0.090692578,0.07182394,0.028666077,0,0.131169675,0,0.082146566,0.127954313,0.438273281,2.081098579,0.179826723,0.231580376,0.067999174,0.041396694,0.022548495,0.096690859
SEC22A,4.741998035,6.393950878,4.934719271,6.766943316,6.283448755,4.910085799,9.9024973,7.969525438,4.60267055,4.228219137,6.812788096,6.683189085,4.739610595,4.867423433,16.03246262,6.559568075,4.205186495
SEC22B,5.871518849,43.52127507,5.781569818,16.00146805,16.09422806,14.70180507,9.546898385,11.25322002,7.56822596,5.648816848,10.76150417,10.2364132,12.2023775,6.954056039,10.45210976,7.791339872,15.56653551
SEC22C,0.707701998,2.50232476,0.645216202,1.182083855,1.023906423,1.519716235,1.016590462,1.802619808,0.673877406,0.854884014,0.961326433,0.919762012,0.591816473,0.863800741,1.186336054,1.18134206,0.808044164
SEC23A,35.6626041,9.459043842,24.06521172,65.34215417,54.97498685,49.72860414,41.28686391,26.78723573,105.9444342,18.70086413,29.76912439,30.05667242,17.80510776,22.7130955,13.80479764,43.03163424,33.85937391
SEC23B,35.10606905,19.768472,50.06730759,44.53630735,50.01532087,55.2612429,24.87575657,28.6926005,29.52179262,31.24145465,31.57375616,52.26225259,64.43231648,38.84358806,34.40179351,25.49108565,46.54407083
SEC23IP,2.70277591,2.616338208,2.208110791,2.400307009,2.975564999,2.913649633,2.755306663,2.389997192,4.820648047,1.37368446,3.794623982,2.691926046,3.367270884,2.325146708,3.21279024,1.559960322,4.563156646
SEC24A,13.15405758,1.99899671,8.47752405,12.19528605,10.4331985,6.480053901,8.711104421,4.848440182,8.404983602,5.363034594,7.130067949,4.19502117,10.02431549,6.726618767,11.4984509,10.97271762,15.9624359
SEC24B,18.34748532,5.043062895,15.32470136,17.8640008,11.66842362,6.003503107,11.00898497,10.57020301,7.53682556,7.604682718,10.1075863,7.769300333,20.50296474,12.46031775,20.78912284,10.99972582,11.84853849
SEC24C,15.08999722,32.80373967,21.4070482,25.4207459,30.11640095,27.12361907,9.003071764,22.4138204,32.11271509,5.988706253,27.09291334,22.03548716,31.29707517,21.53895443,16.6239015,20.07788333,43.44980874
SEC24D,51.69138283,16.56036878,35.17353829,42.27959621,35.7175551,21.69668973,15.05275851,5.870077535,10.38383578,11.20233871,14.74939647,11.16356311,11.92792512,24.67272957,13.46293046,17.58154116,49.147653
