,CL0106,CL0107,CL0108,CL0109,CL0110,CL0111,CL0114,CL0116,CL0124,CL0125,CL0126,CL0146,CL0147,CL0191,CL0193,CL0196,NCI0422
A1BG,2.699626835,2.784795634,1.629505633,614.5433573,297.1497063,1.869167864,3.564679952,4.453517424,5.374081154,4.419255581,2.648222599,2.730096611,2.318698517,1.006387769,2.687828235,4.726728296,1.508377406
A1BG-AS1,0.043887885,1.234065256,0.111655878,0.570414556,0.211015912,0.139826345,0,0.474326175,0.562266094,0.090843969,0.282124231,0.203312415,0.086402312,0.405926334,0.867864625,1.479252738,0.048100298
A1CF,0.4469982,0.219502365,0.27999026,21.50455611,16.79452461,0.022098594,0,0.027679014,0.214610827,1.735633879,0.064619997,0.014280947,0.02579333,0.013068381,0.007749155,0.038410295,0.043077557
A2M,197.3025353,22.23620442,16.451594,2183.986242,1750.494879,240.5318675,147.7402627,42.51353979,9.43116446,39.10031191,100.0147376,92.69531661,39.34996265,59.09480463,12.92720117,24.72859659,206.6761908
A2M-AS1,0.056992041,0.10985123,0.043498312,0.243052156,0.11066256,0.022697006,0.154204017,0.085285618,0.320301181,0.501365662,0.095572591,0.046203141,0.112200533,0.691856612,0.229219087,0.102419348,0.269368267
A2ML1,0.459010161,0.015810596,0.110864731,0.063716944,0.03223396,0.027767119,0.524029128,0.176793127,0.429771888,4.798655214,0.077947886,0.078057107,0.03145637,0.040305011,0.140211302,0.055688014,0.133726542
A3GALT2,0.700575922,0.607829575,1.301887893,0.296916668,0.236577731,0.121305847,0.549436601,0.486203054,1.457853659,1.513178131,3.218007612,0.705531842,0.449748106,0.152602642,0.107194373,0.364925242,0.175262816
A4GALT,1.06430204,0.359334543,1.123698825,0.29538842,2.506133512,9.649808773,0.575938837,0.156317857,0.325873171,2.484504975,1.467483583,0.977867133,3.352475295,2.358435854,0.205110578,0.804724558,1.987833802
A4GNT,0.228732457,0.015959387,0.067144839,0.128633153,0,0.014014216,0,0.026329707,0.331741967,2.039500959,0.029505542,0.032603459,0.129896192,0.11527223,0.061919731,0.075886317,0.520656528
AAAS,20.31391477,21.46158273,27.6144253,47.08738833,40.62591048,42.70231228,31.41575207,45.94201807,45.99125951,26.71698083,39.34014496,44.82730401,45.2618577,40.24780127,22.24045278,52.19405066,44.4636547
AACS,3.330278489,12.79703797,14.13136516,4.091823703,7.672406814,7.821716935,4.712747141,9.979339773,2.159888833,3.857694973,4.898294283,26.9548168,13.70589881,8.057679335,4.068351304,3.146810131,6.374001974
AADAC,1.076876869,0.995566673,0.284507291,113.1981147,102.8186376,0.42886481,0.049807146,0.220374712,0.150177659,4.629540668,0.023152111,2.110593659,0.067950423,0.031923759,0.006940936,0.00661619,0.034045293
AADACL2,0.290830387,0,1.030583755,0.050624292,0.138296582,0,0.149886305,3.346991439,0.647772976,3.912952548,0,0.086611089,0.010224274,0.096069232,0.375976607,0,0.051226817
AADACL3,0.011525237,0,0.005864308,0,0,0,0,0.001916324,0.01671562,0.310130624,0.006442401,0,0,0.022208089,0,0,0.009473582
AADACL4,0.057210034,0.008648738,0.014554897,0,0,0,0,0.019024852,0.248923605,2.486811948,0.047969077,0.00883426,0,0.007349237,0,0.009138764,0.031350561
AADAT,4.234196647,4.963924821,8.494942716,16.73005952,13.95737275,2.938682154,12.16096007,6.202967583,16.02340804,4.573658256,0.723839443,7.350897166,1.972691314,4.372544221,21.66432928,10.2046963,2.559651326
AAED1,1.901353511,2.268376034,3.198140267,2.2282165,2.835268058,2.565837892,3.407830867,1.782073319,0.930918601,2.90785436,3.69618545,1.340850515,3.862415061,1.036113953,2.003114129,1.648231022,2.090484188
AAGAB,5.686541589,13.0656948,8.776109423,13.19793959,13.79155192,12.37802497,9.316269359,7.702468102,17.54383812,4.702783156,10.70449228,8.040622496,7.00182875,8.435074088,16.60536784,7.814526773,9.679675207
AAK1,7.890841599,1.310528012,4.482533261,2.280057161,2.351009381,2.292257806,3.452001773,3.219762692,2.489731596,3.00581824,3.694538501,2.572741021,2.894193041,3.328427323,3.480855608,3.159996902,4.668590263
AAMDC,6.564950452,20.92548003,14.67893776,28.22266716,30.52168637,16.46019556,23.01666548,20.89352126,13.98047051,6.985820328,16.16472476,17.39075276,29.44408766,18.61875889,18.0597072,10.2136403,13.75675658
AAMP,6.824083555,51.80644954,24.62850708,66.55542723,58.56734064,41.29948101,17.35931699,24.69326941,41.19647484,4.316044992,15.78388383,21.22383726,20.25238662,27.66429758,13.80369581,36.46188212,32.87673371
AANAT,0,0.031157248,0.082396763,0.023916988,0.010889495,0.031268254,0,0,0.078287889,0.507867857,0.032916103,0.036372111,0.024151827,0.064298305,0.03947261,0.05173548,0.064537723
AAR2,4.230565708,11.11036451,2.651766078,4.980527184,4.225392954,5.827677163,4.792494983,3.608873794,2.806065503,2.91896329,2.998853836,4.437224566,3.909544064,4.011636073,4.085957697,5.85034362,5.633381964
AARD,0.226811412,0.023738025,0.066580913,0.148811608,0.019358424,0.111172122,0,0,0.101217163,0.505592973,0,0.113153718,0.171740318,0.00672377,0.157884913,0.008360997,0.014341214
AARS,109.6866173,47.10806074,79.29702432,171.1688705,228.405391,117.6654889,46.68556728,111.1557631,157.2946749,34.70763189,60.93052863,149.8218661,69.52808957,79.94988643,53.14015357,110.6744135,175.1548772
AARS2,2.512663381,3.011795872,4.406968925,6.26296846,5.994997424,6.581554489,2.104962445,7.0675852,5.630227989,3.155498047,4.024130801,8.87609763,3.085873684,4.553124274,1.536217871,7.048564036,3.074496179
AARSD1,0,0.041442926,0,0,0,0.054587631,0,0.011395384,0.132532151,0.094573633,0.019154807,0.010582978,0.033731108,19.09587291,11.31283473,33.08412246,0.037556318
AASDH,4.815380751,2.700200356,2.323673856,4.995818276,5.275170586,3.606145716,3.870943898,6.61417187,54.29351901,5.54346581,5.610170619,5.277812714,6.607708744,4.121671297,7.350419854,5.07930577,3.678521455
AASDHPPT,3.191190772,18.23185978,4.563685223,8.971169513,10.32027973,5.682125297,3.81133473,5.161180951,10.84421973,1.510467527,6.219012214,5.74178138,8.898441557,6.09037296,11.09904145,5.141121915,7.860388953
AASS,9.822631373,0.379951376,1.087268407,17.34544625,17.80830051,4.425145398,8.24725449,5.232985626,13.38045287,7.252388376,0.978310876,2.788989565,2.909694499,4.925286654,5.707311525,3.884755718,4.006364236
AATF,33.51816816,27.40598794,71.27034858,36.12389626,38.67588913,66.82977644,114.8824969,59.62501396,32.64441437,21.32902673,74.03711432,43.48084324,57.72822586,41.62364398,29.71432743,54.32560438,45.0776851
AATK,0.286870179,0.241166467,0.069422954,0.161984093,0.104805426,0.997559797,0.113588476,0.408345471,0.416061974,0.586554019,0.161333068,0.249580998,2.090311244,0.304699205,0.105528407,0.333626972,0.192668506
ABALON,0,0.690635574,0.012497479,0.01995177,0,0,0,0.040838949,0.023748536,0,0.027458914,0.015170974,0.02417721,8.941809143,6.437504524,7.462446983,0.01345949
ABAT,2.57759714,20.36981783,26.42263251,153.1515176,89.90860447,10.51274902,3.050653086,5.153150286,1.396364981,14.09767112,1.298456064,15.70005924,2.253953403,8.19619596,20.32672831,2.966042212,4.199811816
ABCA1,15.36894237,0.998025255,3.608674725,61.08930135,37.14139447,62.69696521,6.015412832,12.30041119,2.194016808,20.08377582,59.44929873,20.61236729,3.637910429,6.79424253,5.106838564,30.97910996,40.80573635
ABCA10,5.187657582,0.372776857,6.28470392,1.823146193,1.911380658,1.274085025,2.947535133,2.143311373,3.169467344,6.092328583,6.18203779,5.05493561,2.403051514,1.32207106,0.539428344,2.226584651,1.229896735
ABCA11P,2.482965801,4.72808013,3.652119417,4.528135869,6.823604455,7.36062115,1.661009181,6.570019219,6.451098604,4.458784979,8.46547463,10.79401169,4.596876579,6.362368693,14.03712134,10.37805793,5.690366777
ABCA12,0.581338182,1.091182889,0.60014583,1.142363105,3.670683307,0.528608575,2.515481091,1.724798847,2.352760106,4.288123346,0.956558807,0.520712629,0.862497362,0.720674645,3.900796153,0.796316228,0.513759734
ABCA13,1.1097628,0.032895804,0.188224364,1.312448908,0.014083975,0.205093286,1.151361279,0.234271166,0.583854101,5.108440145,0.066899145,0.089043834,0.055333883,0.043327313,0.020967814,0.179012141,0.132657901
ABCA17P,0.037202004,3.222563496,0.034072639,0.027197865,0.008255527,0.136303977,0.026842103,0.081650594,0.097120623,0.292618228,0.018715729,0.031021164,0.014647956,0.031541355,0.014962457,0.021393612,0.030579523
ABCA2,16.66574252,15.7028175,5.340000424,12.97280937,15.29858209,19.16480162,1.22835974,7.725082302,1.322191563,8.987906514,5.461192854,12.0759596,36.15255578,14.23655498,1.691548691,6.65139476,8.351217132
ABCA3,9.437982734,16.54747874,43.0982923,5.411746737,15.56175871,33.36704601,17.21101233,27.5616127,24.69502402,12.28046409,15.39304949,25.6533423,39.65977672,51.68997582,6.440839378,7.541902213,12.526322
ABCA4,1.122897248,0.069444902,0.639529389,0.715208055,0.344514418,0.382823768,0.598440406,0.09547484,1.573073051,12.68678309,0.196149828,0.157632339,0.031401332,0.281939462,0.038490644,0.60741971,0.426540521
ABCA5,23.30877876,4.053455876,37.4758488,8.139759259,20.24864669,7.952485361,14.64220482,20.28305414,16.2557514,11.21282601,34.00629548,20.77498794,13.61334525,8.154555124,8.636997271,25.34965242,6.370313913
ABCA6,9.725972048,0.097238791,2.336055197,29.46436772,24.89972869,1.668141686,5.044538075,0.787395131,0.520527027,5.730833973,2.837302954,2.3881099,0.888557484,2.175879978,0.395235348,1.696090138,3.185073852
ABCA7,1.566711342,3.167755153,5.608396374,0.687680557,1.042008589,2.576677507,4.845813479,3.719447422,0.302861361,1.518673172,2.400147441,2.339455262,5.755459391,3.841934095,0.900014035,2.610497995,3.776228835
ABCA8,2.477333877,0.066560087,0.147857793,12.87543218,10.64646589,0.72241197,1.313058245,0.387996942,40.8554699,3.153268091,0.72848893,2.541386039,0.213808284,0.959244408,0.109199435,0.815843042,0.634544694
ABCA9,10.45320358,0.159340654,1.749907055,4.002926252,3.560698939,0.793359698,1.515762932,0.581767274,0.717064717,4.288452005,1.797893406,2.271909302,0.579371543,1.599664948,0.38968477,1.879827782,2.756947159
ABCB1,1.856673455,1.192652877,0.544642032,44.03057446,46.05487329,1.668294929,0.786617057,0.461421235,1.001424285,17.19158541,1.130182366,9.837716981,0.11381984,1.741713184,0.179378152,0.20264958,15.15840194
ABCB10,6.975921028,5.342848275,9.050271691,9.666202915,12.03787505,8.554455322,9.292580111,9.740598606,6.73104047,6.063006252,7.87961879,8.641469187,7.378928451,6.228359845,7.734350079,4.34961099,6.700353655
ABCB11,0.456005834,0.008895067,0.104786099,59.84699429,39.3835153,0.167934631,0,0.012229193,0.501359429,2.659133764,0.004111276,0.004542937,0,0.109599046,0.088743495,0.004699525,0.052395643
ABCB4,3.795700524,0.104432221,0.612284105,257.1430434,117.1647326,0.668549922,0.187581192,0.452034106,8.780136516,20.64897486,1.438706383,1.111457358,0.226664469,1.067753984,0.332359138,0.576663654,2.027092175
ABCB5,0.272957236,0.003019344,0.025406155,0.032448002,0,0.018559367,0.264194427,0.004981296,0.265531512,3.507114825,0.139553237,0.026214943,0.003276661,0.01026271,0.102083881,0.003190416,0.041042744
ABCB6,5.296648276,28.94304986,4.822734808,22.58215803,18.82217401,10.73194999,10.2432241,8.837743367,33.90258488,4.01784392,6.11191944,9.5373598,13.33932318,9.804282173,5.50219797,15.39784285,34.10877713
ABCB7,11.76586042,13.4975601,29.76944515,33.53907901,44.96230979,29.40967629,43.22316114,23.99490083,34.8228989,17.05293979,32.15264491,35.13520957,73.36289036,28.35351052,24.12372288,30.948478,18.52696673
ABCB8,1.698547219,8.254772559,2.271014881,2.829004545,2.704918447,2.433252578,5.135810144,3.373811257,1.134267317,1.871742007,2.853495387,2.623806516,2.077933255,4.850554384,1.459059545,1.627961558,1.687471629
ABCB9,0.479067491,1.339827706,0.64468282,0.885839767,0.517563069,0.88699686,0.788343342,0.534530343,0.411403747,0.62629045,0.972501058,0.628801567,1.015533043,0.531198723,0.171128934,1.212341204,0.411058075
ABCC1,4.453024582,10.51474413,11.12801317,11.18874447,4.877118148,14.05857456,1.710123794,10.54551458,5.773533963,8.109789864,11.68901967,13.67990058,5.942262513,16.96324453,12.97199455,6.6824747,27.90406269
ABCC10,1.549131472,1.6441307,2.807276294,1.621978381,1.404193089,1.731139232,0.65659241,2.781622233,1.284533037,0.801640645,1.593465568,2.748998158,1.526974849,3.654630456,1.177799579,2.39751423,2.12227374
ABCC11,0.403069833,0.132180252,0.061527388,1.148491398,0.873814226,0.019756558,0,0.064957091,0.593585788,3.183244979,0.088390382,0.09767088,0.360138593,0.066913893,0.062351013,0.163442935,0.061166349
ABCC12,0.289415467,0.027345274,0.013805748,0.022040375,0.013380087,0.009604944,0,0.087220552,0.341049743,3.145085699,0.09100016,0.229041192,0.029675717,0.018589248,0.048500594,0.242714829,0.02973693
ABCC13,0.137177508,0,0.008053743,0.038572522,0,0.016809466,0,0.026317819,0.122434036,1.048412616,0.008847666,0,0,0,0,0,0.008673691
ABCC2,2.048805133,0.249293676,0.691959487,67.30769252,89.52842322,0.594181884,1.828509902,0.299115126,4.131086347,7.580320445,0.831998815,1.018564925,1.725126579,0.643762898,0.821865626,1.002358096,12.03507472
ABCC3,4.719609514,8.218384677,34.32952201,47.22957557,31.14595889,10.48192757,0.435562527,0.884199922,0.533279685,4.623314839,2.664252189,4.929520411,0.172865493,1.954208586,0.151745871,0.983593713,18.31462471
ABCC4,0.554779148,1.924583723,0.641387446,0.596197004,1.287625058,2.102190462,5.184031026,1.341926709,3.722373293,2.217619479,3.033501568,0.435642334,0.406440391,0.506114543,0.239589708,3.238289212,3.67358269
ABCC5,9.658531163,9.078277218,15.91189299,7.255252791,6.9865296,7.530617867,14.82026046,24.46137284,17.90500196,7.070152503,8.091968524,18.11480742,7.4362943,15.01192935,7.692645674,16.54748984,8.777042639
ABCC6,0.500799732,0.265785142,2.104692685,22.01699686,18.84529751,0.66707265,0.09225665,0.122245927,0.251899006,2.964264422,0.216207496,0.956619536,0.04510092,0.248024451,0.049283397,0.100082657,0.481718464
ABCC6P1,1.005174149,0.202034262,0.802055934,10.04877348,6.00738453,0.354819602,0,0.022790768,0.323047118,3.924805777,0.009577404,0.365112728,0.005621851,0.237707962,0.155049004,0.180637995,0.281672383
ABCC6P2,0.573775046,0.640545614,1.246402232,3.334319507,3.23214392,0.175773203,0,0,0.128026809,2.00989064,0,0.102232163,0,0.10205655,0.044378731,0.169209529,0.471635003
ABCC8,0.873605008,4.742045213,8.113706129,1.763024007,5.228226323,16.45624025,1.16216383,1.557871005,7.855601141,11.2113587,4.523152472,21.55286165,82.45974307,29.23361325,2.849305809,3.406768647,0.727067146
ABCC9,1.969013669,0.1655481,0.310968106,8.753378809,14.29819815,2.296977187,0.896126742,1.452108593,10.49820452,3.715139898,4.218850712,1.509965029,3.289728245,1.423667294,0.693697826,1.072068164,4.653814297
ABCD1,1.785939878,3.552294389,4.868184097,5.854815414,5.340875107,9.517178684,0.030680876,1.942912987,2.787588082,2.130023296,2.595601846,4.120960652,3.172761762,4.683506181,0.816634051,2.608339024,7.542813301
ABCD2,0.262538464,0.021167628,0.013358567,0.078197043,0.187727059,0.236992696,0,0.078575024,0.160770606,1.67859788,0.503856427,0.089189476,0.03732884,0.607065455,0.055728917,0.148181102,0.767299267
ABCD3,18.01096588,14.40806728,26.36914975,95.13570354,109.9336107,40.69698549,49.76933723,33.01687099,29.87650831,25.30509462,56.30537798,25.5565716,41.35320504,35.2730685,47.19728847,30.96734311,30.82626539
ABCD4,2.901151507,5.674696167,4.920308429,6.89206133,6.726761539,4.171502586,5.141510959,8.679677289,5.02021716,1.846213732,3.651467807,9.05488923,4.021179629,6.064877948,2.969731357,9.872006573,2.859559528
ABCE1,14.61026791,22.24626703,13.59483315,15.87793834,13.73844201,12.40097237,15.68759113,11.9029837,13.79545898,7.329117323,14.82010227,7.01881886,21.29564048,11.17491274,22.6592397,16.33581724,15.40005454
ABCF1,0,0,0,0,0,0,0,0.004487097,0,0,0,0,0,6.60059969,5.246016937,8.281118734,0
ABCF2,9.795101284,8.787663746,9.663252993,11.17287155,10.22156019,11.51528015,10.53164752,9.982598915,14.26447769,7.636317828,10.85343981,7.636181282,7.894514629,8.262646323,6.179723028,5.895716685,9.321557953
ABCF3,7.838560619,17.97274301,20.77750058,39.16395208,33.78103725,39.39031013,19.84303528,27.00739701,31.0573276,10.60776405,13.50038558,34.59504613,13.97092131,21.68281083,16.82904622,28.08307457,21.12209944
ABCG1,4.084050136,6.738060128,12.90111237,4.245391565,10.34853777,20.16558074,4.921108894,18.37569392,1.394418571,5.715120567,19.74694939,18.69873719,71.55373764,14.24760934,7.093352608,3.819820329,10.90190969
ABCG2,0.461770556,0.256269767,0.146076848,3.290801073,6.165166446,0.704141591,0.865824661,0.422792414,0.189462701,1.722997532,0.295481156,0.920406424,0.418659931,0.465969027,0.322263918,0.318833017,0.709194507
ABCG4,0.474885425,0.258447221,0.108734731,0.028931841,0.035127402,0.081953084,0,0.055272099,0.080354139,0.557016359,0.623813249,0.043998521,0.097386401,0.042702859,0.051728218,0.144131104,0.11059892
ABCG5,1.350812036,0.064288103,0.41366755,23.54090532,16.32025496,0.119546474,0,0.311947496,1.185164414,5.436781808,0.461437614,0.39014004,0.718188874,0.430601992,0.687496249,0.163832587,0.116518048
ABCG8,0.742267714,0.026930991,0.1359659,44.76957684,39.74626644,0.135979289,0,0.059240796,1.076547485,4.086896603,0.012447431,0.013754342,0.058452255,0.042908483,0.052243851,0.106713251,0.067114696
ABHD1,0.974306155,0.165702284,1.175192145,0.773780005,0.666001129,0.415731596,0.094149689,1.00671315,1.318458104,0.936337054,0.466816876,0.527919814,0.667917372,0.620212451,0.459212076,0.725376024,0.629251804
ABHD10,3.369002508,4.305665088,1.269580896,3.586665697,5.073426281,2.310961434,4.618268058,3.871487132,4.107991324,1.539095727,1.963553869,2.382781494,3.365332864,3.118114233,7.347267335,2.778995941,1.694958654
ABHD11,0.731152698,5.22716579,4.454183531,1.857375896,1.529089771,2.128265544,2.461869765,2.944209441,0.758365854,1.632659382,0.661352951,2.017887286,1.912689411,1.87507141,0.632687218,1.590532273,0.7904024
ABHD12,21.53877084,24.65353897,25.56578341,30.15239954,37.91595169,24.46257894,30.54109656,29.48274022,14.6335679,21.63453388,23.92941813,52.00134604,20.29229853,33.65748416,40.71115559,15.65441204,25.25209097
ABHD12B,0.244861687,0.047593301,1.393642845,0.11081878,2.041535762,0.100302015,0.454302899,0.045366626,0.563142618,1.824629871,0.7508478,0.230107293,0.086082232,0.261526593,0.112550997,0.181043558,0.626821182
ABHD13,5.318777962,5.63735563,4.404868617,2.771350569,3.964745474,4.021062323,7.760051042,4.347551806,2.484702864,2.992607994,5.839434382,2.32781595,2.421081765,2.486892145,6.674613001,5.911698072,3.468583065
ABHD14A,1.715509311,7.550691577,2.339634046,3.015526411,3.276430762,2.620797497,0,2.581198481,0.367094919,1.455307261,0.801735866,1.849996183,3.169709374,2.677019451,1.894587294,1.84637681,1.317657304
ABHD14A-ACY1,0,0.007521042,0,0,0,0,0,0,0,0,0,0.092188493,0.008162007,4.058273191,1.233912937,4.140477922,0
ABHD14B,0.466193875,8.161230579,0.740096054,4.657980176,2.803588704,0.854041075,0.336369624,1.027848642,0.277219031,0.559688006,0.328348473,0.466487014,0.57821296,0.79410908,0.06093776,0.656826126,0.965676089
ABHD15,0.564869039,3.762943745,2.5655634,1.173460554,2.044652294,0.79657386,0.668141031,0.392624318,0.584224564,0.325850432,0.473627512,0.570543577,0.423859188,0.670914402,0.279328831,0.284010526,0.943852206
ABHD16A,0,0,0,0,0,0,0,0,0,0,0,0,0,6.887672198,2.525706079,4.935448428,0
ABHD16B,0.263179042,1.273156542,0.535646442,0.855140065,0.389348486,0.545015696,0.063296581,0.437593015,0.114510465,0.835293925,0.456048349,0.87781509,0.880807355,0.628831547,0.3528309,0.891255933,0.807630003
ABHD17A,2.511617976,6.005652944,6.701547758,5.498673904,5.165730792,5.635546911,2.099488704,7.364225895,2.124922018,1.71180755,3.056158278,5.174340938,6.432046309,5.512491591,5.831004608,4.956378292,5.648041947
ABHD17B,0.767895686,3.904181597,2.136124665,3.133239854,2.572881455,2.068264691,2.004802226,1.459074733,1.058763856,1.641760246,2.668629853,2.763934716,1.777810222,1.088332947,4.830762987,3.251405812,1.673509028
ABHD17C,1.492002138,9.551101692,6.116991585,1.94667563,2.358659931,2.124353225,0.666867033,1.725570178,1.407508289,1.065876905,0.830312194,1.688182241,2.086011756,0.951533182,2.880894199,2.790397772,3.169116664
ABHD2,1.512401804,40.04649633,5.021787894,22.46218466,14.99781154,5.270795792,1.338433166,5.655715607,1.117345378,1.179338146,2.515584006,5.145525753,7.688700959,5.020991731,8.157350957,1.348863184,16.02121667
ABHD3,3.879268779,5.540903882,4.922975524,6.901405535,5.055593293,1.677465507,6.749024214,4.190680829,1.835204177,4.109894911,2.141175853,6.1701761,1.920581784,5.126346244,4.217908221,2.686793347,7.811382086
ABHD4,1.50127869,10.83760017,1.506718984,3.442490257,2.846202423,4.816012396,0.682335226,3.918256995,2.867453246,1.541521519,2.319330329,2.32463374,1.463242496,1.113852776,0.508124682,4.503614957,1.957929379
ABHD5,2.503077043,4.575158077,3.336598026,4.986298877,5.825869475,6.92692871,6.174094932,6.004773483,1.528118229,3.81958753,3.699679626,3.659357607,3.10853826,2.530499118,3.778144651,2.513431639,3.674780094
ABHD6,0.903723858,0.803329284,0.2988932,7.363132938,3.66999341,6.180800284,1.151968409,1.502639588,0.742738668,1.197201259,1.136622261,0.566578082,0.649395569,0.608327023,0.321067933,1.056725285,0.82703775
ABHD8,0.775282645,10.40631861,1.934478157,2.94299113,4.995881321,1.698154168,0.645443417,5.495933769,0.735204668,1.543043489,1.3251094,2.127289903,3.434181855,1.378984198,0.584652618,2.086296817,1.99760077
ABI1,17.28313074,9.415112007,16.86278722,11.23439248,18.03042674,11.39171513,20.2938504,13.34680745,8.526745513,7.074265414,16.68891334,17.50323862,17.8290492,17.39309887,10.1252777,9.125406741,16.53542275
ABI2,2.20211289,5.620231795,1.954899852,2.636399114,1.269881486,1.33211772,4.345899155,2.211066232,4.008042278,1.518238961,2.046744045,2.213652495,4.159333185,1.800332265,4.579589949,2.359613269,1.516203922
ABI3,0.780466059,1.320751179,0.248940433,1.206466769,0.607470969,1.632962627,0.084048395,0.604300413,0.185842279,0.843915,1.03531912,0.512651305,0.217863027,1.072922736,0.421656008,0.279116653,2.106523328
ABI3BP,76.73012894,0.724567176,1.256116866,4.800027674,3.647307672,3.733858381,7.990146455,1.925719067,2.088586805,4.20391025,4.602255223,7.620088778,0.622590618,6.283499981,2.405197543,4.402840733,8.00891244
ABL1,8.941043443,25.16417498,15.44300223,33.96318625,14.44309854,29.47251171,3.86466868,17.98571137,6.389080943,5.786865929,13.34180667,18.06636918,15.89966279,17.87100387,18.77886401,9.335780333,10.54518166
ABL2,1.529011581,1.424048304,2.155850425,1.432412551,1.095075203,2.550284372,1.505324256,1.543448318,2.761293119,1.640629467,1.695002209,2.075975838,1.640122402,1.079012941,1.091986232,1.646714864,2.25210686
ABLIM1,5.618708502,3.369350612,3.552580221,5.847444441,7.962374711,2.309321734,2.520106003,1.432017761,2.740916616,1.132406489,0.853174349,6.935260187,0.156995166,2.380303955,2.984239958,1.723337022,5.821096076
ABLIM2,0.57841768,7.340677637,10.01039323,0.993932432,3.911052798,2.449234913,0.891755739,5.193431382,0.598707631,3.550885068,3.846739923,15.31004097,13.3460592,2.884515666,0.902212626,2.23884502,9.208310964
ABLIM3,1.413891227,0.397590457,0.164215595,7.863298412,1.820862493,0.727001647,0.969050925,0.297973875,0.228709898,0.907309836,0.512077487,0.744758044,1.502267075,0.625745794,0.19685413,0.309324264,1.221516937
ABO,0.217076875,10.0418912,30.6207937,0.456869005,8.167293411,2.184841992,0,1.94906534,0.372080446,4.73838459,0.198559775,2.413481894,4.982633657,0.365050915,1.41874221,0.198598834,0.989498371
ABR,2.283178048,6.06267914,3.574634905,1.190086933,1.70574089,2.89380083,0.804951219,1.908525921,1.302581247,1.944707333,2.795093968,2.637727938,5.591694607,3.430619095,3.179348831,3.410892228,3.957072658
ABRA,0.181033543,0.015394376,0.017271389,0,0.06277078,0.05407228,0,0.299126763,0.098460705,2.318599334,0.028460955,0.07338146,0.066825318,0.091569258,0.142208533,0.027111004,0.037201755
ABRACL,3.281982814,48.70117577,7.430335313,7.773374994,2.905046551,7.049233504,16.36332734,2.943110797,4.225187704,5.266800035,7.018774732,3.809521267,0.707834327,9.280060473,15.59153483,1.29004744,7.729490185
ABT1,1.032257022,12.77750927,2.594667582,4.746027362,7.773074246,7.640885989,3.872945593,4.304616405,1.916330604,0.569781076,2.273431951,4.297399434,1.700282251,2.710433844,1.314700297,3.429781482,3.156422709
ABTB1,1.164874715,3.077350247,1.344722873,3.229072822,2.681919703,5.559186217,1.856068726,3.832562315,1.4818106,0.884101428,2.368536666,2.891533238,2.70417704,5.620873122,0.563672094,3.716903424,1.919010835
ABTB2,1.506223633,1.219223314,4.035734877,3.36084173,2.150747379,3.411814159,0.64197683,0.630862222,0.668269651,2.091653199,3.591618161,3.153187715,3.706638047,3.776737621,0.373829484,4.17556349,1.47317586
ACAA1,2.110355698,3.937516767,2.376696233,73.09698794,77.79754793,8.17998001,1.115963552,3.898684432,2.801536117,2.148551046,2.536057599,3.136698381,1.383761717,3.382980638,0.597874412,2.595852601,5.367910483
ACAA2,20.34931927,56.57199338,13.28092979,303.7850151,249.4379799,35.02147472,20.98330764,41.64705314,23.32113572,18.57604153,24.316899,69.38440903,25.3042842,47.3826469,28.51253138,35.12359794,29.54680181
ACACA,3.111306096,3.669440424,7.38736925,6.597829277,6.865355182,3.875031642,7.269000991,6.416202115,4.414479612,4.777544239,5.25014248,6.441574173,6.264659857,4.834121766,4.815400019,5.558249221,3.05638783
ACACB,1.763593073,1.140130341,2.378739615,28.77498639,18.00018799,2.620795286,2.357458778,1.211804014,4.351872291,3.341763481,3.981084622,3.163260681,0.786269142,3.388210989,3.587509936,2.604719191,1.282818996
ACAD10,9.081810849,10.86656313,10.16859625,17.58352869,13.29256777,8.049462583,9.963224048,8.409355065,12.39601571,7.805237706,10.52211292,11.0117905,13.27512516,13.45308432,9.555042209,7.689979799,11.11972428
ACAD11,0.0262883,0.047689666,0.107008783,1.548197902,1.157008808,0.020938563,0,0.314712565,0.597326429,0,0.235115024,0.093365909,0.051753916,10.40457344,16.51593902,8.864740177,0.144057416
ACAD8,3.017117962,7.213427816,5.333581025,16.98668841,11.04647871,9.550599133,6.83155266,6.418221404,8.987452929,4.416953239,7.091656911,7.01792043,5.348616604,11.04197102,5.722773184,5.082549685,7.02190727
ACAD9,6.555878739,6.024710772,11.76296936,26.69047939,21.7289873,23.52295211,16.09609,24.27146685,22.40766324,10.14926963,15.00284119,25.04825418,9.253588527,17.8849536,19.74173164,27.63866959,10.02759764
ACADL,0.825252566,0.771131733,0.222623467,13.99102861,9.630241459,0.390987024,1.360269546,0.851687885,2.615649081,2.385587509,0.632301061,0.721759074,1.341060546,0.301587202,0.897737142,0.221604603,0.122804014
ACADM,30.60219443,35.45463236,39.27822158,138.3684325,167.4563427,27.50116761,17.14966098,36.4623185,36.02027415,22.82910772,54.17176508,25.22507299,69.70289971,28.94082158,50.17457248,34.80135458,21.6762999
ACADS,1.267872245,8.337681033,4.391797874,93.66286238,71.42077018,6.434601262,3.635739784,7.04597344,2.522535517,4.845011668,3.352780716,4.631005014,5.192138947,5.587751392,1.912244089,3.372914354,3.326937274
